,Profession,Position,Join Date,Renewal Date,user_ID,chapter_ID,sponsor_ID
3138,"Insurance, Life,Health and Disability Insurance",,01/04/2018,01/04/2019,2622,41,
3139,"Cleaning, Residential Cleaning",,01/05/2018,01/05/2019,811,41,338.0
3140,"Trades, Plumber",,01/05/2018,01/05/2019,2181,41,
3141,"Insurance, Employee Benefits-Group",,01/05/2018,01/05/2019,605,41,338.0
3142,"Mortgage, Residential Mortgage",,01/06/2018,01/06/2019,21,27,
3143,"Real Estate, Real Estate Sales Representative Residential",,01/03/2020,01/03/2021,2068,27,2336.0
3144,"Financial, Financial Advisor",,01/03/2020,01/03/2021,2107,27,
3145,"Construction, Electrician","Membership Committee, Member",01/03/2020,01/03/2021,2748,27,1509.0
3146,"Finance & Insurance, Residential Mortgages","President, Member",01/03/2020,01/03/2021,2443,27,2336.0
3147,"Real Estate, Real Estate Sales Representative Residential",,01/02/2019,01/02/2020,1104,27,2336.0
3148,"Insurance, Life,Health and Disability Insurance","Mentoring Coordinator, Member",01/03/2020,01/10/2021,2890,27,490.0
3149,"Accounting, Chartered Professional Accountant (CPA)",,01/03/2019,01/03/2020,334,27,2063.0
3150,"Health & Wellness, Chiropractor","Membership Committee, Member",01/03/2020,01/10/2021,2618,27,150.0
3151,"Trades, Electrician",,01/02/2019,01/02/2020,1585,27,1533.0
3152,"Construction, Interior Design - Commercial",Member,01/03/2020,01/03/2021,2903,27,2618.0
3153,"Legal & Accounting, Immigration Law",Member,01/03/2020,01/03/2021,1460,27,2903.0
3154,"Office, Commercial Painting",Member,01/10/2019,01/10/2020,822,27,2107.0
3155,"Car & Motorcycle, Auto/Car Repair","Membership Committee, Member",01/03/2020,01/03/2021,2305,27,2107.0
3156,"Finance & Insurance, Supplemental Insurance","Education Co-ordinator, Member",01/03/2020,01/03/2021,761,27,
3157,"Construction, Painter",Member,01/03/2020,01/03/2021,822,27,2107.0
3158,"Finance & Insurance, Property & Casualty Insurance",Member,01/03/2020,01/03/2021,1553,27,
3159,"Legal & Accounting, Bookkeeping","Membership Committee, Member",01/03/2020,01/10/2021,2904,27,
3160,"Finance & Insurance, Financial Advisor/Financial Planner","Visitor Host, Member",01/03/2020,01/03/2021,2386,27,2068.0
3161,"Health & Wellness, Massage Therapist","Secretary / Treasurer, Member",01/03/2020,01/08/2021,734,27,1460.0
3162,"Legal, Lawyer Real Estate",,01/02/2020,01/02/2021,1405,27,2443.0
3163,"Trades, Plumber",,01/02/2020,01/02/2021,1509,27,
3164,"Construction, Plumbing",Member,01/03/2020,01/01/2022,1509,27,
3165,"Finance & Insurance, Commercial Insurance","Vice President, Member",01/03/2020,01/03/2021,662,27,2443.0
3166,"Security, Security Services",,01/03/2020,01/03/2021,280,27,
3167,"Real Estate, Commercial Real Estate Representative",,01/06/2020,01/06/2021,1373,27,662.0
3168,"Advertising & Marketing, Promotional Products","Events Co-ordinator, Member",01/06/2020,01/06/2021,650,27,2890.0
3169,"Organizations & Others, Non-Profits/Fundraising Organizations",Member,01/07/2020,01/07/2021,2373,27,2618.0
3170,"Advertising & Marketing, Photographer","Membership Committee, Member",01/07/2020,01/07/2021,1580,27,
3171,"Real estate services, Cleaning Service",Member,01/10/2020,01/10/2021,1003,27,2386.0
3172,"Legal & Accounting, Chartered Professional Accountant (CPA)",Member,01/12/2020,01/12/2021,1383,27,662.0
3173,"Real estate services, Home Inspection",Member,01/02/2021,01/02/2022,864,27,2386.0
3174,"Real estate services, Residential Real Estate Agent",,01/02/2021,01/02/2022,2397,27,2443.0
3175,"Finance & Insurance, Business Financing",,01/02/2021,01/02/2022,460,27,2443.0
3176,"Finance & Insurance, Business Financing",Member,01/02/2021,01/02/2022,460,27,2443.0
3177,"Advertising & Marketing, Digital Marketing",Member,01/02/2021,01/02/2022,2223,27,
3178,"Real estate services, Residential Real Estate Agent",Member,01/02/2021,01/02/2022,2548,27,734.0
3179,"Finance & Insurance, Residential Mortgages",Member,01/12/2018,01/09/2021,1386,7,
3180,"Trades, Countertops",,01/05/2018,01/05/2019,2369,7,1386.0
3181,"Real estate services, Residential Real Estate Agent",,01/12/2018,01/12/2020,830,7,1386.0
3182,"Finance & Insurance, Financial Advisor/Financial Planner",Member,01/12/2018,01/10/2021,1884,7,1223.0
3183,"Insurance, Life,Health and Disability Insurance",,01/12/2018,01/12/2019,535,7,1884.0
3184,"Advertising & Marketing, Photographer","Visitor Host, Mentoring Coordinator, Member",01/12/2018,01/07/2022,2686,7,
3185,"Legal, Immigration Lawyer",,01/12/2018,01/12/2019,1816,7,1386.0
3186,"Accounting, Accountant",,01/12/2018,01/08/2020,2536,7,
3187,"Insurance, Employee Benefits-Group",,01/12/2018,01/12/2019,1874,7,1386.0
3188,"Medical, Chiropractor",,01/12/2018,01/12/2019,269,7,1884.0
3189,"Consulting, Energy Consultant",,01/12/2018,01/12/2019,1839,7,1884.0
3190,"Accounting, Bookkeeper",,01/12/2018,01/12/2019,1903,7,
3191,"Food & Beverage, Cater",Member,01/12/2018,01/12/2021,1479,7,2369.0
3192,"Trades, Cabinets & Closets",,01/12/2018,01/12/2019,477,7,2369.0
3193,"Insurance, Property & Casualty Insurance",,01/12/2018,01/12/2019,1893,7,
3194,"Medical, Dental Hygienist",,01/12/2018,01/12/2020,2671,7,1386.0
3195,"Wealth Management, Life,Health and Disability Insurance",,01/09/2018,01/09/2019,953,7,
3196,"Real Estate, Residential",,01/09/2018,01/09/2019,2381,7,
3197,"Construction, Plumbing",,01/12/2018,01/12/2020,1527,7,2536.0
3198,"Automotive, Automotive Mechanical Service",,01/12/2018,01/12/2019,1615,7,1884.0
3199,"Trades, Renovations - Interior","President, Member",01/11/2018,01/11/2019,415,7,2536.0
3200,"Health & Wellness, Gym",,01/12/2018,01/12/2019,2158,7,1874.0
3201,"Health & Wellness, Orthodontist","Secretary / Treasurer, Member",01/12/2018,01/12/2020,852,7,1884.0
3202,"Construction, Restoration",Member,01/12/2018,01/12/2021,349,7,830.0
3203,"Trades, Handyman",,01/12/2018,01/12/2019,2379,7,2686.0
3204,"Health & Wellness, Massage Therapist",,01/12/2018,01/12/2019,345,7,535.0
3205,"Trades, Countertops",,01/12/2018,01/12/2019,1243,7,1386.0
3206,"Construction, Renovations/Remodeling","President, Member",01/12/2018,01/12/2020,415,7,2536.0
3207,"Construction, Builder/General Contractor","Mentoring Coordinator, Member",01/12/2018,01/12/2021,217,7,1527.0
3208,"Real Estate, Property Management",,01/12/2018,01/12/2019,2597,7,1893.0
3209,"Employment Activities, Human Resources","Membership Committee, Member",01/01/2019,01/07/2022,1482,7,1874.0
3210,"Real Estate, Real Estate Sales Representative Commercial",,01/02/2019,01/02/2020,346,7,2686.0
3211,"Cleaning, Commercial Cleaning",,01/02/2019,01/02/2020,1055,7,2686.0
3212,"Health & Wellness, Fitness Trainer",,01/02/2019,01/02/2020,2430,7,1884.0
3213,"Real Estate, Commercial Property Management",,01/02/2019,01/02/2020,2730,7,1884.0
3214,"Health & Wellness, Gym",,01/02/2019,01/02/2020,1657,7,217.0
3215,"Real Estate, Real Estate Sales Representative Commercial",,01/02/2019,01/02/2020,810,7,830.0
3216,"Trades, Painter",,01/02/2019,01/02/2020,692,7,217.0
3217,"Advertising, Advertising Specialties-Promotional Products",,01/02/2019,01/02/2020,2918,7,1893.0
3218,"Advertising & Marketing, Marketing Consultant",Member,01/02/2019,01/03/2022,116,7,2671.0
3219,"Advertising & Marketing, Media Services",Member,01/02/2019,01/02/2022,336,7,1482.0
3220,"Real Estate, Real Estate Sales Representative Residential",,01/02/2019,01/02/2020,769,7,1893.0
3221,"Landscaping, Arborist",,01/03/2019,01/03/2020,447,7,2597.0
3222,"Training & Coaching, Business Training/Coach","Membership Committee, Member",01/03/2019,01/09/2021,2271,7,1386.0
3223,"Health & Wellness, Spa",,01/03/2019,01/04/2020,2680,7,1839.0
3224,"Health & Wellness, Spa",,01/03/2019,01/03/2020,1701,7,2686.0
3225,"Marketing, Digital Marketing",,01/04/2019,01/04/2020,765,7,1593.0
3226,"Insurance, Life,Health and Disability Insurance",,01/04/2019,01/04/2020,524,7,836.0
3227,"Jewelry, Jewelry Appraiser",,01/04/2019,01/04/2020,367,7,2536.0
3228,"Security, Security Services",,01/04/2019,01/04/2020,657,7,269.0
3229,"Telecommunications, Telecommunications Services",,01/05/2019,01/05/2021,768,7,852.0
3230,"Landscaping, Landscaping: Design & Construction",,01/05/2019,01/05/2020,447,7,2597.0
3231,"Legal, Lawyer: Wills & Estates",,01/05/2019,01/05/2020,458,7,1386.0
3232,"Insurance, Life,Health and Disability Insurance",,01/06/2019,01/06/2020,2842,7,1884.0
3233,"Food & Beverage, Food Service",Member,01/06/2019,01/06/2021,1295,7,1884.0
3234,"Marketing, Promotional Products",,01/06/2019,01/06/2020,1440,7,269.0
3235,"Health & Wellness, Spa",,01/06/2019,01/06/2020,1193,7,1386.0
3236,"Health & Wellness, Spa",,01/06/2019,01/06/2020,1193,7,1386.0
3237,"Car & Motorcycle, Auto/Car Repair",Member,01/07/2019,01/10/2021,193,7,852.0
3238,"Marketing, Promotional Products",,01/07/2019,01/07/2020,1440,7,269.0
3239,"Trades, Electrical Contractor",,01/09/2019,01/09/2020,2614,7,1440.0
3240,"Advertising & Marketing, Digital Marketing","Vice President, Member",01/09/2019,01/09/2021,1689,7,2686.0
3241,"Accounting, Chartered Professional Accountant (CPA)",Member,01/09/2019,01/09/2020,2067,7,1729.0
3242,"Construction, Painter","Membership Committee, Member",01/09/2019,01/09/2021,1283,7,
3243,"Coach, Sales Coach",,01/09/2019,01/09/2020,2630,7,1440.0
3244,"Finance & Insurance, Commercial Insurance","Visitor Host, Member",01/09/2019,01/09/2021,2835,7,
3245,"Apparel, Men & Women's Apparel",,01/09/2019,01/09/2020,1656,7,2680.0
3246,"Legal & Accounting, Chartered Professional Accountant (CPA)",Member,01/10/2019,01/10/2021,2067,7,1729.0
3247,"Training & Coaching, Training & Coaching (Other)",,01/06/2019,01/10/2020,171,7,1733.0
3248,"Construction, Electrician",,01/10/2019,01/11/2020,1867,7,349.0
3249,"Finance & Insurance, Life,Health and Disability Insurance",,01/12/2019,01/01/2021,2862,7,1295.0
3250,"Automotive, Automotive Detailing",,01/12/2019,01/12/2020,997,7,116.0
3251,"Real Estate, Commercial",,01/12/2019,01/12/2020,174,7,
3252,"Insurance, Life,Health and Disability Insurance",,01/12/2019,01/12/2020,2451,7,1386.0
3253,"Real estate services, Cleaning Service",Member,01/02/2020,01/02/2022,590,7,
3254,"Facilities, Event Facilities",,01/03/2020,01/03/2021,1892,7,1482.0
3255,"Health & Wellness, Spa",,01/03/2020,01/03/2021,81,7,2680.0
3256,"Trades, Heating & A/C",,01/05/2020,01/05/2021,1776,7,1081.0
3257,"Real estate services, Residential Real Estate Agent",Member,01/12/2020,01/12/2021,2508,7,2271.0
3258,"Construction, Garage Doors",Member,01/12/2020,01/12/2021,1261,7,
3259,"Construction, Glass",Member,01/12/2020,01/12/2022,1409,7,2875.0
3260,"Finance & Insurance, Life,Health and Disability Insurance",Member,01/12/2020,01/12/2021,1377,7,
3261,"Construction, Plumbing",Member,01/01/2021,01/01/2022,1809,7,1482.0
3262,"Legal & Accounting, Business Law",Member,01/02/2021,01/02/2022,2847,7,2271.0
3263,"Mortgage, Residential Mortgage",,01/05/2018,01/05/2019,2247,33,
3264,"Insurance, Life,Health and Disability Insurance",,01/06/2018,01/06/2019,2864,33,
3265,"Real Estate, Building Inspector",,01/07/2018,01/07/2019,2147,33,
3266,"Real Estate, Residential",,01/11/2018,01/11/2019,404,33,
3267,"Financial, Investment Advisor",,01/11/2018,01/11/2019,677,33,
3268,"Trades, Electrical Contractor",,01/03/2019,01/03/2020,2884,33,2247.0
3269,"Mortgage, Residential Mortgage",,01/07/2019,01/07/2020,2650,33,2684.0
3270,"Accounting, Tax Prepare",,01/10/2019,01/10/2020,2590,33,2684.0
3271,"Real Estate, Real Estate Sales Representative Residential",,01/10/2019,01/10/2020,1563,33,27.0
3272,"Accounting, Bookkeeper",,01/11/2019,01/11/2020,893,33,743.0
3273,"Mortgage, Residential Mortgage",,01/03/2020,01/03/2021,2069,33,
3274,"Insurance, Life,Health and Disability Insurance",,01/08/2019,01/08/2020,1929,33,743.0
3275,"Real Estate, Residential",,01/08/2018,01/08/2019,2931,38,
3276,"Accounting, Accountant",,01/08/2018,01/08/2019,1088,36,
3277,"Accounting, Bookkeeper",,01/08/2018,01/08/2019,1733,36,
3278,"Real Estate, Commercial Realtor",,01/08/2018,01/08/2019,548,36,2686.0
3279,"Insurance, Life,Health and Disability Insurance",,01/05/2018,01/05/2019,953,36,2796.0
3280,"Real Estate, Real Estate Sales Representative Residential",,01/08/2018,01/08/2019,2381,36,548.0
3281,"Coach, Money Coach",,01/06/2019,01/06/2020,171,36,1733.0
3282,"Financial, Investment Advisor",,01/05/2019,01/05/2020,588,36,
3283,"Coach, Life Coach",,01/06/2019,01/06/2020,522,36,1583.0
3284,"Financial, Investment Advisor",,01/06/2019,01/06/2020,1725,36,588.0
3285,"Accounting, Chartered Professional Accountant (CPA)",,01/06/2019,01/06/2020,2067,36,
3286,"Real Estate, Real Estate Sales Representative Residential",,01/09/2019,01/09/2020,2450,36,2522.0
3287,"Photography, Photographer",,01/10/2019,01/10/2020,1066,36,
3288,"Insurance, Life,Health and Disability Insurance",,01/08/2019,01/08/2020,1929,36,743.0
3289,"Finance & Insurance, Life,Health and Disability Insurance","Education Co-ordinator, Member",01/03/2020,01/03/2021,2682,28,
3290,"Real Estate, Real Estate Sales Representative Residential",,01/03/2020,01/05/2021,1104,28,2336.0
3291,"Marketing, Promotional Products",,01/03/2020,01/03/2021,2324,28,173.0
3292,"Finance & Insurance, Financial Advisor/Financial Planner","President, Member",01/03/2020,01/10/2021,1275,28,1106.0
3293,"Associations, Non-Profit Organization",,01/04/2019,01/04/2020,195,28,2184.0
3294,"Insurance, Life,Health and Disability Insurance",,01/04/2019,01/04/2020,2475,28,
3295,"Finance & Insurance, Residential Mortgages",Member,01/03/2020,01/03/2021,2688,28,2475.0
3296,"Medical, Chiropractor",,01/03/2020,01/03/2021,2752,28,1767.0
3297,"Finance & Insurance, Commercial Insurance","Mentoring Coordinator, Member",01/03/2020,01/03/2021,485,28,2398.0
3298,"Legal & Accounting, Bookkeeping","Secretary / Treasurer, Member",01/03/2020,01/10/2021,1240,28,2688.0
3299,"Trades, General Contractor Residential",,01/03/2020,01/03/2021,2843,28,2688.0
3300,"Interior, Interior Design Residential",,01/03/2020,01/03/2021,2569,28,1104.0
3301,"Health & Wellness, Nutritionist","Membership Committee, Member",01/03/2020,01/03/2021,1115,28,1275.0
3302,"Health & Wellness, Massage Therapist","Visitor Host, Member",01/03/2020,01/06/2021,402,28,
3303,"Non-Profit Organization, Charity Association",,01/03/2020,01/03/2021,1580,28,
3304,"Security & Investigation, Security Systems","Membership Committee, Member",01/03/2020,01/03/2021,2429,28,2688.0
3305,"Training & Coaching, Business Training/Coach","Membership Committee, Member",01/03/2020,01/03/2021,2213,28,2688.0
3306,"Trades, Plumber",,01/03/2020,01/03/2021,452,28,1104.0
3307,"Financial, Banker: Business Development /Loans",,01/03/2020,01/03/2021,563,28,1104.0
3308,"Real estate services, Carpet, Upholstery Cleaner",,01/03/2020,01/03/2021,2699,28,2324.0
3309,"Construction, Electrician","Vice President, Member",01/03/2020,01/08/2021,1585,28,1533.0
3310,"Travel, Travel Agent","Events Co-ordinator, Member",01/03/2020,01/06/2021,1012,28,2429.0
3311,"Health & Wellness, Gym",,01/03/2020,01/03/2021,1111,28,2213.0
3312,"Computer & Programming, IT & Networks","Member, Chapter Webmaster",01/03/2020,01/03/2021,2011,28,1580.0
3313,"Advertising & Marketing, Photographer",Member,01/03/2020,01/03/2021,868,28,2688.0
3314,"Advertising & Marketing, Publisher",Member,01/03/2020,01/06/2021,2371,28,2429.0
3315,"Advertising & Marketing, Photographer","Membership Committee, Member",01/03/2020,01/03/2021,2206,28,2006.0
3316,"Finance & Insurance, Credit Card/Merchant Services","Visitor Host, Member",01/03/2020,01/03/2022,1924,28,2429.0
3317,"Real estate services, Residential Real Estate Agent",Member,01/05/2020,01/05/2021,1709,28,2206.0
3318,"Advertising & Marketing, Web Design","Member, Chapter Webmaster",01/05/2020,01/05/2021,296,28,868.0
3319,"Associations, Non-Profit Organization",,01/05/2020,01/05/2021,1414,28,485.0
3320,"Construction, Painter","Education Co-ordinator, Member",01/05/2020,01/05/2022,2516,28,
3321,"Consulting, Business Leadership & Management Training",,01/06/2020,01/06/2021,1466,28,1111.0
3322,"Training & Coaching, Leadership Coach",Member,01/07/2020,01/07/2021,1466,28,1111.0
3323,"Health & Wellness, Chiropractor",Member,01/09/2020,01/09/2021,2889,28,1924.0
3324,"Advertising & Marketing, Social Media",Member,01/09/2020,01/09/2021,1496,28,1710.0
3325,"Car & Motorcycle, Auto/Car Repair",Member,01/10/2020,01/10/2021,1473,28,2122.0
3326,"Photography, Photographer",,01/09/2019,01/03/2021,1580,28,
3327,"Finance & Insurance, Banking Services",Member,01/11/2020,01/11/2021,2095,28,2213.0
3328,"Construction, Restoration",Member,01/01/2021,01/01/2022,244,12,
3329,"Art & Entertainment, Disc Jockey (DJ)","Events Co-ordinator, Member",01/01/2021,01/01/2022,687,12,
3330,"Event & Business Service, Event Planner","Secretary / Treasurer, Member, Chapter Webmaster",01/01/2021,01/01/2022,365,12,687.0
3331,"Administrative, Virtual Assistant",,01/10/2020,01/10/2021,1758,12,244.0
3332,"Real estate services, Residential Real Estate Agent","Mentoring Coordinator, Member",01/01/2021,01/01/2022,1316,12,244.0
3333,"Environmental, Recycling",,01/01/2021,01/01/2021,1905,12,
3334,"Real estate services, Real Estate Maintenance/Care Taker","Membership Committee, Member",01/01/2021,01/01/2022,2759,12,
3335,"Mortgage, Residential Mortgage",,01/11/2020,01/11/2021,102,12,1316.0
3336,"Finance & Insurance, Life,Health and Disability Insurance","Membership Committee, Member",01/01/2021,01/01/2022,80,12,
3337,"Finance & Insurance, Supplemental Insurance","Visitor Host, Member",01/01/2021,01/01/2022,1271,12,
3338,"Advertising & Marketing, Videographer/Film Producer",Member,01/01/2021,01/01/2022,2198,12,365.0
3339,"Marketing, Promotional Products",,01/01/2021,01/01/2021,2203,12,
3340,"Architecture & Engineering, Landscape Services",,01/01/2021,01/01/2021,178,12,1316.0
3341,"Finance & Insurance, Financial Advisor/Financial Planner","Education Co-ordinator, Member",01/01/2021,01/01/2022,2584,12,80.0
3342,"Telecommunications, Telecommunications Products/Services",Member,01/01/2021,01/01/2022,1524,12,
3343,"Advertising & Marketing, Printer",,01/01/2021,01/01/2022,2598,12,687.0
3344,"Advertising & Marketing, Web Design","President, Member",01/01/2021,01/01/2022,818,12,
3345,"Travel, Travel Agent","Vice President, Member",01/01/2021,01/01/2022,194,12,
3346,"Mortgage, Residential Mortgage",,01/01/2021,01/01/2022,102,12,1316.0
3347,"Finance & Insurance, Residential Mortgages","Visitor Host, Member",01/01/2021,01/01/2022,1151,12,
3348,"Finance & Insurance, Residential Mortgages","Vice President, Member",01/01/2021,01/01/2022,1888,15,743.0
3349,"Health & Wellness, Osteopath","Mentoring Coordinator, Member",01/01/2021,01/01/2022,137,15,1888.0
3350,"Finance & Insurance, Group Benefits","Membership Committee, Member",01/01/2021,01/01/2022,847,15,137.0
3351,"Legal & Accounting, Accounting Services","Secretary / Treasurer, Member",01/01/2021,01/01/2022,2576,15,1888.0
3352,"Legal & Accounting, Bookkeeping","Visitor Host, Member",01/01/2021,01/01/2022,2239,15,847.0
3353,"Finance & Insurance, Commercial Insurance",Member,01/01/2021,01/01/2022,899,15,847.0
3354,"Construction, Roofing & Gutters",Member,01/01/2021,01/01/2022,553,15,
3355,"Finance & Insurance, Financial Advisor/Financial Planner",Member,01/01/2021,01/01/2022,2809,15,2576.0
3356,"Legal & Accounting, Business Law","Visitor Host, Member",01/01/2021,01/01/2022,393,15,847.0
3357,"Construction, Painter","Visitor Host, Member",01/01/2021,01/01/2022,2097,15,2757.0
3358,"Consulting, Professional Organizer","Visitor Host, Member",01/01/2021,01/01/2022,378,15,1888.0
